gender,industry,state,year,final_income,recommendation
female,Health care & social assistance,QLD,2028,1892.716608278657,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Health care & social assistance,QLD,2029,1947.3514749098395,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Health care & social assistance,QLD,2030,2001.9863415410218,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Health care & social assistance,SA,2023,1522.2617210123863,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Health care & social assistance,SA,2024,1576.896587643554,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Health care & social assistance,SA,2025,1631.5314542747365,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Health care & social assistance,SA,2026,1686.1663209059188,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Health care & social assistance,SA,2027,1740.8011875370867,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Health care & social assistance,SA,2028,1795.436054168269,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Health care & social assistance,SA,2029,1850.0709207994514,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Health care & social assistance,SA,2030,1904.7057874306192,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Health care & social assistance,TAS,2023,1481.4960943518672,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Health care & social assistance,TAS,2024,1536.130960983035,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Health care & social assistance,TAS,2025,1590.7658276142174,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Health care & social assistance,TAS,2026,1645.4006942453998,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Health care & social assistance,TAS,2027,1700.0355608765676,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Health care & social assistance,TAS,2028,1754.67042750775,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Health care & social assistance,TAS,2029,1809.3052941389178,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Health care & social assistance,TAS,2030,1863.9401607701002,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Health care & social assistance,VIC,2023,1672.5796419239632,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Health care & social assistance,VIC,2024,1727.2145085551456,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Health care & social assistance,VIC,2025,1781.849375186328,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Health care & social assistance,VIC,2026,1836.4842418174958,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Health care & social assistance,VIC,2027,1891.1191084486782,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Health care & social assistance,VIC,2028,1945.7539750798605,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Health care & social assistance,VIC,2029,2000.3888417110284,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Health care & social assistance,VIC,2030,2055.0237083422107,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Health care & social assistance,WA,2023,1799.816310511509,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Health care & social assistance,WA,2024,1854.4511771426914,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Health care & social assistance,WA,2025,1909.0860437738593,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Health care & social assistance,WA,2026,1963.7209104050416,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Health care & social assistance,WA,2027,2018.3557770362095,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Health care & social assistance,WA,2028,2072.990643667392,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Health care & social assistance,WA,2029,2127.625510298574,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Health care & social assistance,WA,2030,2182.260376929742,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,ACT,2023,2228.090839067023,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,ACT,2024,2282.7257056981907,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,ACT,2025,2337.360572329373,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,ACT,2026,2391.995438960541,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,ACT,2027,2446.6303055917233,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,ACT,2028,2501.2651722229057,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,ACT,2029,2555.9000388540735,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,ACT,2030,2610.534905485256,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,NSW,2023,2029.442328247911,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,NSW,2024,2084.0771948790934,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,NSW,2025,2138.712061510276,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,NSW,2026,2193.3469281414436,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,NSW,2027,2247.981794772626,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,NSW,2028,2302.6166614038084,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,NSW,2029,2357.251528034976,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,NSW,2030,2411.8863946661586,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,NT,2023,1970.095959710612,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,NT,2024,2024.73082634178,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,NT,2025,2079.3656929729623,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,NT,2026,2134.0005596041447,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,NT,2027,2188.6354262353125,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,NT,2028,2243.270292866495,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,NT,2029,2297.9051594976772,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,NT,2030,2352.540026128845,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,QLD,2023,1945.6420790714765,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,QLD,2024,2000.2769457026443,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,QLD,2025,2054.9118123338267,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,QLD,2026,2109.546678965009,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,QLD,2027,2164.181545596177,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,QLD,2028,2218.8164122273593,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,QLD,2029,2273.451278858527,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,QLD,2030,2328.0861454897095,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,SA,2023,1841.3701864666946,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,SA,2024,1896.005053097877,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,SA,2025,1950.6399197290448,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,SA,2026,2005.2747863602272,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,SA,2027,2059.9096529914095,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,SA,2028,2114.5445196225774,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,SA,2029,2169.1793862537597,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,SA,2030,2223.8142528849276,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,TAS,2023,1786.1765237447398,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,TAS,2024,1840.8113903759222,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,TAS,2025,1895.4462570071046,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,TAS,2026,1950.0811236382724,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,TAS,2027,2004.7159902694548,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,TAS,2028,2059.350856900637,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,TAS,2029,2113.985723531805,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,TAS,2030,2168.6205901629874,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,VIC,2023,2027.245780821424,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,VIC,2024,2081.880647452592,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,VIC,2025,2136.515514083774,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,VIC,2026,2191.150380714942,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,VIC,2027,2245.7852473461244,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,VIC,2028,2300.4201139773068,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,VIC,2029,2355.0549806084746,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,VIC,2030,2409.689847239657,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Information media & telecommunications,WA,2023,2191.728367603355,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,WA,2024,2246.3632342345227,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,WA,2025,2300.998100865705,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,WA,2026,2355.6329674968874,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,WA,2027,2410.2678341280553,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,WA,2028,2464.9027007592376,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,WA,2029,2519.53756739042,"Congratulations, your predicted income is well above the average! Great job!"
female,Information media & telecommunications,WA,2030,2574.172434021588,"Congratulations, your predicted income is well above the average! Great job!"
female,Manufacturing,ACT,2023,1667.0206512239965,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Manufacturing,ACT,2024,1721.655517855179,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Manufacturing,ACT,2025,1776.2903844863467,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Manufacturing,ACT,2026,1830.9252511175291,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Manufacturing,ACT,2027,1885.5601177487115,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Manufacturing,ACT,2028,1940.1949843798793,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Manufacturing,ACT,2029,1994.8298510110617,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Manufacturing,ACT,2030,2049.464717642244,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Manufacturing,NSW,2023,1525.5521857688873,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,NSW,2024,1580.1870524000697,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,NSW,2025,1634.821919031252,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,NSW,2026,1689.4567856624199,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,NSW,2027,1744.0916522936022,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,NSW,2028,1798.7265189247846,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,NSW,2029,1853.3613855559524,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,NSW,2030,1907.9962521871348,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,NT,2023,1476.3610710484063,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,NT,2024,1530.9959376795741,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,NT,2025,1585.6308043107565,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,NT,2026,1640.2656709419389,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,NT,2027,1694.9005375731067,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,NT,2028,1749.535404204289,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,NT,2029,1804.1702708354715,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,NT,2030,1858.8051374666393,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,QLD,2023,1461.3092059097398,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,QLD,2024,1515.9440725409222,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,QLD,2025,1570.5789391721046,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,QLD,2026,1625.2138058032724,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,QLD,2027,1679.8486724344548,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,QLD,2028,1734.4835390656372,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,QLD,2029,1789.118405696805,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,QLD,2030,1843.7532723279874,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,SA,2023,1379.7118749425572,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,SA,2024,1434.3467415737396,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,SA,2025,1488.981608204922,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,SA,2026,1543.6164748360898,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,SA,2027,1598.2513414672721,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,SA,2028,1652.8862080984545,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,SA,2029,1707.5210747296223,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,SA,2030,1762.1559413608047,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,TAS,2023,1338.270218477017,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,TAS,2024,1392.9050851081847,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,TAS,2025,1447.539951739367,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,TAS,2026,1502.1748183705495,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,TAS,2027,1556.8096850017173,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,TAS,2028,1611.4445516328997,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,TAS,2029,1666.079418264082,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,TAS,2030,1720.7142848952499,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,VIC,2023,1508.4588681580499,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,VIC,2024,1563.0937347892177,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,VIC,2025,1617.7286014204,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,VIC,2026,1672.3634680515825,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,VIC,2027,1726.9983346827503,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,VIC,2028,1781.6332013139327,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,VIC,2029,1836.268067945115,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,VIC,2030,1890.9029345762829,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Manufacturing,WA,2023,1631.6100071950787,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Manufacturing,WA,2024,1686.2448738262465,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Manufacturing,WA,2025,1740.8797404574289,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Manufacturing,WA,2026,1795.5146070886112,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Manufacturing,WA,2027,1850.149473719779,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Manufacturing,WA,2028,1904.7843403509614,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Manufacturing,WA,2029,1959.4192069821438,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Manufacturing,WA,2030,2014.0540736133116,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Mining,ACT,2023,2710.3149442949216,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,ACT,2024,2764.949810926104,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,ACT,2025,2819.584677557272,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,ACT,2026,2874.219544188454,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,ACT,2027,2928.8544108196365,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,ACT,2028,2983.4892774508044,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,ACT,2029,3038.1241440819867,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,ACT,2030,3092.759010713169,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,NSW,2023,2476.4204241134285,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,NSW,2024,2531.0552907445963,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,NSW,2025,2585.6901573757787,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,NSW,2026,2640.325024006961,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,NSW,2027,2694.959890638129,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,NSW,2028,2749.5947572693112,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,NSW,2029,2804.229623900479,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,NSW,2030,2858.8644905316614,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,NT,2023,2390.175431405354,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,NT,2024,2444.8102980365366,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,NT,2025,2499.4451646677044,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,NT,2026,2554.0800312988868,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,NT,2027,2608.7148979300546,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,NT,2028,2663.349764561237,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,NT,2029,2717.9846311924193,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,NT,2030,2772.619497823587,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,QLD,2023,2365.324135504532,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,QLD,2024,2419.9590021357,"Congratulations, your predicted income is well above the average! Great job!"
female,Mining,QLD,2025,2474.593868766882,"Congratulations, your predicted income is well above the average! Great job!"
